Date;CGW_US;GEAE;GEGB;GESW;GRNSOLAR;GRNWIND;ICLN;MXEA;SPGTAQNT;VIX;Policy_un;BTC
21.03.2022;52.3;91.61;283.94;350.1;3876.25;2853.07;21.0;2157.62;9031.46;23.53;137.5;4755.24
18.03.2022;52.57;92.48;284.99;349.67;3789.55;2886.54;21.15;2156.76;9058.62;23.87;137.5;4621.61
17.03.2022;52.08;92.3;283.84;345.95;3795.58;2904.54;21.08;2149.68;8994.34;25.67;137.5;4729.86
16.03.2022;51.55;90.45;279.09;339.09;3795.55;2852.97;20.82;2107.99;8834.27;26.67;137.5;4579.93
15.03.2022;50.46;87.94;275.19;338.53;3602.26;2779.17;20.28;2052.62;8695.16;29.83;137.5;4608.43
14.03.2022;49.79;88.45;276.52;337.91;3702.04;2836.44;19.96;2058.05;8629.42;31.77;137.5;4454.69
11.03.2022;49.42;92.1;277.85;338.52;3772.21;2930.25;20.71;2043.94;8573.94;30.75;137.5;4360.52
10.03.2022;49.88;92.4;279.14;340.9;3838.5;2891.31;21.03;2053.78;8620.62;30.23;137.5;4336.61
09.03.2022;50.51;93.39;276.67;342.2;3682.49;2986.26;21.33;2057.53;8684.42;32.45;137.5;4441.44
08.03.2022;49.0983;92.76;272.64;332.69;3663.75;3058.49;21.27;1977.61;8433.82;35.13;137.5;4693.97
07.03.2022;49.34;88.16;272.03;334.97;3585.36;2894.03;19.9;1996.31;8557.95;36.45;137.5;4324.37
04.03.2022;50.51;85.83;277.42;344.5;3609.79;2757.98;19.42;2035.47;8719.53;31.98;137.5;4220.99
03.03.2022;51.24;86.53;280.11;348.71;3650.06;2803.03;19.57;2107.87;8856.71;30.48;137.5;4425.41
02.03.2022;51.56;88.51;280.8;351.0;3724.74;2872.85;20.18;2127.71;8868.82;30.74;137.5;4710.52
01.03.2022;50.79;90.84;279.41;347.49;3745.62;2974.16;20.51;2139.38;8805.01;33.32;137.5;4914.71
28.02.2022;51.65;91.82;282.31;346.97;3636.37;3043.82;20.71;2179.1;8946.95;30.15;137.5;4953.6
25.02.2022;52.17;85.23;283.13;345.08;3478.35;2786.08;19.44;2177.75;8962.38;27.59;137.5;4683.33
24.02.2022;50.8;82.38;277.26;333.27;3402.43;2668.51;18.91;2108.09;8699.61;30.32;137.5;4391.31
23.02.2022;50.82;77.96;281.02;337.32;3329.05;2543.71;17.57;2200.46;8787.89;31.02;137.5;4306.96
22.02.2022;51.15;78.15;283.6;339.85;3195.73;2539.89;17.69;2204.38;8840.54;28.81;137.5;4228.87
18.02.2022;51.97;79.31;286.18;348.42;3172.14;2548.92;18.14;2215.9;8940.14;27.75;137.5;4265.16
17.02.2022;52.14;80.03;287.66;348.8;3186.41;2567.23;18.48;2235.92;8974.47;28.11;137.5;4494.83
16.02.2022;52.77;81.65;289.31;349.87;3233.09;2643.84;18.74;2256.56;9019.49;24.29;137.5;4575.38
15.02.2022;52.65;81.8;288.73;353.58;3183.11;2648.18;18.73;2266.3;9076.4;25.7;137.5;4954.92
14.02.2022;51.64;81.81;283.5;352.71;3201.73;2666.85;17.83;2251.45;9057.58;28.33;137.5;4953.1
11.02.2022;51.81;78.6;280.95;345.1;3039.47;2549.83;17.97;2230.46;8930.4;27.36;137.5;4737.62
10.02.2022;52.7;80.1;284.61;348.44;3032.72;2606.89;18.45;2279.33;9023.37;23.91;137.5;4773.73
09.02.2022;53.7;81.63;285.4;350.22;3190.72;2614.28;18.93;2298.54;9134.63;19.96;137.5;4942.6
08.02.2022;52.87;82.91;283.69;351.66;3314.96;2662.3;18.27;2294.96;9246.75;21.44;137.5;5016.36
07.02.2022;52.25;79.74;278.63;348.77;3328.34;2586.08;18.23;2258.79;9112.63;22.86;137.5;4958
04.02.2022;52.79;80.66;280.66;341.21;3385.63;2640.31;18.34;2260.0;9018.79;23.22;137.5;4956.08
03.02.2022;53.19;80.58;281.66;347.66;3257.55;2667.77;18.17;2247.73;9081.6;24.35;137.5;4549.04
02.02.2022;54.42;80.01;283.89;351.03;3246.76;2704.83;18.64;2261.69;9194.07;22.09;137.5;4125.53
01.02.2022;54.14;81.77;285.06;352.11;3265.29;2738.98;18.72;2276.83;9396.74;21.96;137.5;4200.94
31.01.2022;53.99;81.39;283.91;350.98;3274.88;2704.65;18.75;2250.43;9323.68;24.83;139.2476654;4339.68
28.01.2022;52.72;81.52;282.68;345.89;3270.01;2762.69;17.76;2222.45;9267.89;27.66;139.2476654;4318.91
27.01.2022;52.2;78.0;280.33;339.39;3251.25;2663.41;17.6;2201.56;9087.7;30.49;139.2476654;4235.34
26.01.2022;52.8;78.54;278.91;333.16;3431.09;2696.02;17.88;2203.51;9017.31;31.96;139.2476654;3999.48
25.01.2022;53.07;80.15;282.09;336.46;3592.47;2679.74;17.82;2234.47;9144.73;31.16;139.2476654;4163.39
24.01.2022;54.21;78.51;281.22;337.32;3478.23;2593.62;18.37;2211.51;9148.34;29.9;139.2476654;4123.31
21.01.2022;54.22;80.58;282.44;344.86;3579.99;2666.25;18.3;2218.6;9294.19;28.85;139.2476654;4151.64
20.01.2022;54.67;81.48;284.37;341.89;3543.45;2701.08;18.98;2284.35;9386.17;25.59;139.2476654;4302.61
19.01.2022;55.15;85.14;284.38;344.75;3655.39;2899.05;18.86;2318.85;9492.82;23.85;139.2476654;4782.28
18.01.2022;55.4;83.49;288.8;347.51;3661.39;2823.75;18.91;2301.0;9505.74;22.79;139.2476654;4682.85
14.01.2022;56.12;83.67;292.37;347.76;3715.45;2824.72;19.45;2313.35;9556.03;19.19;139.2476654;4695.08
13.01.2022;57.0;85.31;294.81;351.96;3799.69;2892.44;19.57;2337.99;9681.45;20.31;139.2476654;4850.29
12.01.2022;57.51;84.92;296.03;353.05;3725.55;2890.64;19.79;2333.0;9667.93;17.62;139.2476654;4796.72
11.01.2022;57.45;85.84;297.17;356.45;3725.87;2944.05;19.74;2359.59;9850.73;18.41;139.2476654;4929.06
10.01.2022;57.12;85.93;294.86;356.66;3776.3;2906.9;19.57;2352.69;9901.62;19.4;139.2476654;4802.43
07.01.2022;58.25;85.06;294.63;355.6;3676.69;2884.67;19.66;2316.74;9859.77;18.76;139.2476654;4695.18
06.01.2022;58.48;84.26;295.02;355.68;3742.97;2859.37;19.75;2305.94;9831.61;19.61;139.2476654;4709.06
05.01.2022;58.95;84.44;295.21;357.94;3770.33;2919.59;20.03;2328.99;10011.19;19.73;139.2476654;4846.33
04.01.2022;60.0;85.51;295.22;363.4;3774.9;2943.14;21.01;2323.2;10074.6;16.91;139.2476654;4956.91
03.01.2022;60.21;87.69;295.33;365.18;3821.3;3034.85;21.34;2365.59;10196.81;16.6;139.2476654;5187.38
31.12.2021;60.63;91.13;299.49;371.39;3990.34;3052.21;21.17;2357.72;10328.25;17.22;166.2426453;5153.83
30.12.2021;60.38;92.81;296.26;369.38;4069.88;3050.42;21.21;2330.44;10332.94;17.33;166.2426453;5151.02
29.12.2021;60.56;92.28;295.09;371.48;4062.74;3072.51;20.93;2336.07;10437.23;16.95;166.2426453;5288.8
28.12.2021;60.14;91.87;295.19;369.73;3845.05;3065.81;21.0;2334.61;10387.9;17.54;166.2426453;5303.33
27.12.2021;59.7937;91.34;295.35;371.98;3875.54;3025.3;21.21;2338.07;10427.53;17.68;166.2426453;5358.26
23.12.2021;59.41;91.61;293.99;369.21;3852.07;3001.31;21.24;2334.17;10334.53;17.96;166.2426453;5753.16
22.12.2021;59.17;92.37;292.06;368.89;3711.55;3037.4;21.24;2319.64;10273.73;18.63;166.2426453;5711.48
21.12.2021;58.44;92.51;291.23;366.07;3704.44;3023.0;21.12;2316.1;10208.18;21.01;166.2426453;5491.03
20.12.2021;57.84;92.63;290.56;366.61;3804.35;3014.06;20.44;2314.75;10214.02;22.87;166.2426453;5455.55
17.12.2021;59.08;92.08;289.61;365.0;3794.33;2992.79;21.22;2295.67;10164.69;21.57;166.2426453;5295.58
16.12.2021;59.8;91.38;288.75;360.88;3837.58;2955.55;21.18;2273.25;10038.26;20.57;166.2426453;5193.53
15.12.2021;60.05;89.15;284.57;355.06;3791.51;2927.08;21.66;2247.76;9940.08;19.29;166.2426453;5393.85
14.12.2021;59.28;92.46;290.18;360.24;3883.12;2977.67;21.3;2278.88;10032.26;21.89;166.2426453;5519.3
13.12.2021;59.84;93.27;289.02;363.24;4040.16;3018.52;21.96;2300.38;10132.64;20.31;166.2426453;5387.33
10.12.2021;60.19;93.55;289.39;367.47;4055.18;2973.76;22.19;2265.21;10132.59;18.69;166.2426453;5220.02
09.12.2021;60.09;92.91;288.67;363.2;4104.4;2969.16;22.34;2262.63;10036.0;21.58;166.2426453;5428.13
08.12.2021;60.57;95.73;290.45;369.05;4178.34;3056.4;23.0;2278.29;10156.76;19.9;166.2426453;5353.55
07.12.2021;60.28;95.76;293.36;369.31;4133.52;3070.01;22.93;2289.62;10186.54;21.89;166.2426453;5696.5
06.12.2021;59.19;96.93;293.59;370.24;4065.56;3141.18;22.21;2296.3;10183.92;27.18;166.2426453;5677.75
03.12.2021;58.4;98.41;294.02;371.06;4034.57;3195.21;21.95;2305.97;10249.69;30.67;166.2426453;5492.16
02.12.2021;58.62;97.68;291.98;368.15;4020.15;3190.09;22.66;2296.54;10203.85;27.95;166.2426453;6028.18
01.12.2021;57.58;94.84;289.47;360.41;3916.59;3080.21;22.76;2250.3;10009.98;31.12;166.2426453;6390.81
30.11.2021;58.38;94.82;286.5;355.42;3927.39;3081.45;23.49;2235.12;9879.25;27.19;151.28683469999999;6362.77
29.11.2021;59.29;97.24;286.9;357.7;3985.16;3126.31;23.86;2242.99;9936.53;22.96;151.28683469999999;6465.56
26.11.2021;58.83;98.86;284.6;351.74;4029.67;3238.94;23.6;2265.13;9849.57;28.62;151.28683469999999;6528.58
24.11.2021;59.68;100.03;283.98;353.73;4192.18;3256.36;23.91;2223.7;9864.6;18.58;151.28683469999999;6116.53
23.11.2021;60.0;101.4;289.15;359.61;4247.14;3294.17;23.84;2247.11;10045.54;19.38;151.28683469999999;6436.73
22.11.2021;60.2;100.94;292.14;358.89;4207.81;3302.23;24.12;2256.95;9961.27;19.17;151.28683469999999;6474.84
19.11.2021;60.8;102.4;299.31;364.06;4231.67;3290.72;24.69;2305.54;10134.06;17.91;151.28683469999999;6267.71
18.11.2021;60.9;100.74;297.6;363.71;4375.39;3182.58;24.23;2295.64;10105.45;17.59;151.28683469999999;6477.09
17.11.2021;60.62;100.77;296.45;366.43;4462.85;3176.2;24.57;2311.09;10144.31;17.11;151.28683469999999;6525.31
16.11.2021;60.52;102.65;296.32;365.85;4457.97;3220.55;24.72;2328.02;10228.87;16.37;151.28683469999999;6759.25
15.11.2021;60.47;104.18;297.9;365.41;4455.74;3280.79;24.78;2344.93;10305.36;16.49;151.28683469999999;6766.87
12.11.2021;60.71;103.23;299.59;365.27;4347.24;3317.72;25.08;2350.3;10299.44;16.29;151.28683469999999;7157.17
11.11.2021;60.31;104.19;298.39;362.44;4442.35;3328.47;24.88;2351.77;10253.83;17.66;151.28683469999999;7204.17
10.11.2021;60.23;104.18;300.49;363.51;4394.76;3325.04;24.24;2360.69;10254.98;18.73;151.28683469999999;7273.48
09.11.2021;60.51;104.61;300.97;364.6;4501.69;3338.15;24.59;2371.2;10257.47;17.78;151.28683469999999;7393.03
08.11.2021;60.505;105.59;299.81;365.57;4603.16;3380.9;24.72;2364.2;10276.21;17.22;151.28683469999999;7561.44
05.11.2021;60.18;104.64;299.91;365.35;4613.94;3328.32;24.28;2354.64;10209.96;16.48;151.28683469999999;7424.23
04.11.2021;60.045;102.64;299.67;365.48;4540.77;3351.33;24.59;2356.2;10229.76;15.44;151.28683469999999;6841.71
03.11.2021;59.4;103.72;301.53;366.03;4488.82;3270.3;24.72;2369.8;10228.55;15.1;151.28683469999999;6863.56
02.11.2021;59.53;104.11;302.96;366.1;4432.93;3272.7;25.3;2377.93;10239.08;16.03;151.28683469999999;7061.75
01.11.2021;59.33;102.47;303.26;360.74;4357.39;3136.06;25.79;2373.27;10175.93;16.41;151.28683469999999;7117.55
29.10.2021;59.06;104.21;299.44;356.57;4477.81;3224.54;25.27;2372.46;10156.77;16.26;121.9514999;6870.54
28.10.2021;59.3;103.79;299.07;348.62;4406.52;3225.62;25.31;2363.79;10019.49;16.53;121.9514999;7000.98
27.10.2021;58.29;108.39;296.61;349.29;4781.38;3630.61;24.46;2358.1;10073.81;16.98;121.9514999;6938.79
26.10.2021;58.54;110.22;297.35;347.53;4812.56;3735.17;23.75;2361.85;10026.17;15.98;121.9514999;6652.3
25.10.2021;58.665;108.79;297.07;345.72;4697.33;3742.99;23.91;2335.53;9987.78;15.24;121.9514999;6957.08
22.10.2021;58.63;108.86;299.21;344.65;4309.28;3791.2;23.56;2354.51;10036.33;15.43;121.9514999;7043.3
21.10.2021;58.14;106.23;299.06;340.4;4264.36;3678.76;23.75;2342.5;9868.62;15.01;121.9514999;6848.1
20.10.2021;57.88;102.87;299.8;342.23;4159.05;3670.06;23.72;2346.96;9917.68;15.49;121.9514999;7036.43
19.10.2021;57.6;103.33;300.06;342.33;4236.24;3633.69;23.58;2334.34;9924.88;15.7;121.9514999;7431.14
18.10.2021;57.34;102.68;300.87;340.59;4073.54;3672.02;23.02;2338.59;9915.77;16.31;121.9514999;7190.47
15.10.2021;57.34;103.14;299.91;341.52;4074.12;3664.71;22.93;2329.83;9841.67;16.3;121.9514999;6887.43
14.10.2021;57.21;102.88;300.56;339.54;4218.69;3633.04;22.86;2337.42;9799.74;16.86;121.9514999;6883.83
13.10.2021;56.5;101.77;299.15;340.45;4106.67;3485.07;22.95;2329.6;9745.72;18.64;121.9514999;6472.25
12.10.2021;55.9;99.33;298.24;340.14;4107.26;3417.57;22.23;2314.39;9696.82;19.85;121.9514999;6435.4
11.10.2021;55.74;99.29;299.38;340.12;4061.06;3472.44;21.42;2324.5;9697.64;20.0;121.9514999;6154.15
08.10.2021;56.19;98.3;297.39;341.72;3941.43;3437.17;21.34;2300.97;9674.74;18.77;121.9514999;6415.76
07.10.2021;56.6;98.48;296.04;337.77;3992.48;3453.04;21.51;2277.54;9543.25;19.54;121.9514999;6133.08
06.10.2021;56.24;96.02;293.49;336.33;3761.57;3350.26;21.29;2265.29;9468.76;21.0;121.9514999;6059.37
05.10.2021;56.35;93.02;292.66;336.29;3764.25;3260.16;21.24;2275.18;9454.83;21.3;121.9514999;6176.24
04.10.2021;55.78;92.24;292.64;339.66;3788.17;3223.04;21.2;2269.79;9513.76;22.96;121.9514999;5757.77
01.10.2021;55.87;94.04;293.65;342.98;3908.41;3296.52;21.77;2266.37;9579.93;21.15;121.9514999;5530.05
30.09.2021;55.84;92.89;290.2;338.54;3885.72;3298.5;21.65;2238.73;9500.84;23.14;142.0676422;5386.66
29.09.2021;56.36;92.82;290.15;336.36;3882.42;3297.25;21.71;2262.25;9530.93;22.56;142.0676422;4902.33
28.09.2021;56.35;92.42;291.55;332.99;3878.98;3295.02;21.94;2260.0;9438.3;23.25;142.0676422;4619.85
27.09.2021;57.81;95.49;290.33;332.23;3904.64;3418.31;22.43;2263.9;9450.21;18.76;142.0676422;4679.03
24.09.2021;58.38;95.35;289.57;328.57;3907.12;3516.47;22.25;2281.29;9449.59;17.75;142.0676422;4808.39
23.09.2021;58.85;95.87;292.73;332.8;3831.08;3595.25;22.69;2281.47;9549.65;18.63;142.0676422;4763.94
22.09.2021;58.15;96.38;294.36;333.37;3864.03;3546.71;22.49;2296.01;9531.4;20.87;142.0676422;5020.8
21.09.2021;57.7;97.85;297.33;338.83;3935.15;3611.33;22.18;2338.2;9768.31;24.36;142.0676422;4858.68
20.09.2021;57.67;97.5;295.53;337.72;3870.88;3613.79;21.92;2341.69;9869.71;25.71;142.0676422;4718.6
17.09.2021;58.26;99.28;298.21;340.82;3817.93;3675.07;22.52;2353.16;9947.14;20.81;142.0676422;4922.52
16.09.2021;59.19;97.9;296.08;337.52;3821.99;3582.46;22.41;2336.57;9839.82;18.69;142.0676422;5322.42
15.09.2021;59.51;96.68;295.44;337.4;3818.77;3532.38;22.56;2327.26;9777.62;18.18;142.0676422;5328.06
14.09.2021;59.28;95.51;294.27;336.81;3815.94;3501.72;22.88;2318.03;9782.57;19.46;142.0676422;5399.83
13.09.2021;59.33;97.26;298.74;339.32;3838.8;3516.8;23.02;2348.46;9860.5;19.37;142.0676422;5224.32
10.09.2021;59.47;97.3;300.36;341.75;3870.78;3586.7;22.57;2366.06;9986.02;20.95;142.0676422;5034.88
09.09.2021;59.8;98.18;300.87;342.66;4011.49;3604.35;22.93;2372.26;10041.95;18.8;142.0676422;5132.72
08.09.2021;59.97;99.61;302.57;348.13;3921.16;3671.27;22.96;2390.26;10048.41;17.96;142.0676422;5228.67
07.09.2021;59.81;100.0;302.78;348.87;3902.54;3666.98;23.41;2383.13;10034.5;18.14;142.0676422;5172.53
03.09.2021;60.36;98.56;301.79;349.55;3994.51;3593.66;23.6;2381.44;10074.83;16.41;142.0676422;5252.05
02.09.2021;60.56;99.19;304.43;350.26;3949.0;3638.3;23.79;2374.46;10112.53;16.41;142.0676422;5659.92
01.09.2021;60.05;99.21;306.53;351.15;4028.2;3659.77;23.51;2380.38;10141.22;16.11;142.0676422;5548.55
31.08.2021;59.42;101.08;309.11;351.61;4161.52;3808.47;23.33;2398.71;10121.92;16.48;133.8145447;5413.91
30.08.2021;59.48;101.81;310.71;354.59;4098.23;3832.71;23.35;2404.8;10122.0;16.19;133.8145447;5303
27.08.2021;59.17;101.92;310.56;353.78;4077.79;3856.53;23.12;2389.45;10195.15;16.39;133.8145447;5457.69
26.08.2021;58.6524;102.49;311.77;353.69;4193.46;3865.44;22.92;2384.89;10237.08;18.84;133.8145447;5423.32
25.08.2021;58.98;100.91;311.9;349.1;4055.12;3776.64;23.19;2377.68;10148.05;16.79;133.8145447;5273.83
24.08.2021;58.84;100.43;309.56;349.5;4241.9;3727.06;23.11;2356.42;10052.28;17.22;133.8145447;5478.69
23.08.2021;58.75;101.06;310.95;350.11;4575.46;3751.6;22.97;2358.28;10059.56;17.15;133.8145447;5405.92
20.08.2021;58.63;99.33;311.14;349.9;4288.72;3731.2;22.68;2349.46;9993.7;18.56;133.8145447;5514.44
19.08.2021;58.07;98.97;306.04;347.16;4073.31;3738.92;22.32;2339.25;9924.51;21.67;133.8145447;5463.63
18.08.2021;58.14;99.57;306.43;351.77;4166.66;3733.8;22.32;2345.77;9965.76;21.57;133.8145447;5232.39
17.08.2021;58.56;99.5;307.07;352.11;3991.99;3746.0;22.18;2348.44;9951.45;17.91;133.8145447;5034.78
16.08.2021;59.08;98.57;306.19;350.78;3841.49;3694.22;22.42;2338.26;9930.19;16.12;133.8145447;5073.26
13.08.2021;59.0;96.29;306.73;346.72;3749.71;3662.08;22.6;2307.19;9887.59;15.45;133.8145447;5145.98
12.08.2021;58.56;95.07;306.63;343.0;3795.86;3641.75;22.82;2309.06;9806.53;15.59;133.8145447;5293.11
11.08.2021;58.42;95.21;310.49;346.05;3881.46;3623.07;23.11;2347.38;9846.21;16.06;133.8145447;4989.86
10.08.2021;58.06;94.05;309.79;347.16;3994.91;3558.27;23.25;2346.45;9897.16;16.79;133.8145447;5227.09
09.08.2021;57.76;95.42;313.21;350.65;3999.43;3611.36;23.28;2362.76;9980.5;16.72;133.8145447;5109.04
06.08.2021;57.92;96.89;313.51;351.98;3977.14;3620.06;22.92;2379.0;9960.15;16.15;133.8145447;5184.86
05.08.2021;58.24;96.67;312.31;350.99;4106.18;3549.38;22.945;2362.81;9900.38;17.28;133.8145447;4814.68
04.08.2021;57.84;98.04;313.05;351.66;4064.2;3616.13;23.12;2363.75;9872.9;17.97;133.8145447;4596.46
03.08.2021;57.9;99.08;310.31;347.48;4124.13;3648.08;23.17;2348.43;9810.39;18.04;133.8145447;4465.04
02.08.2021;57.24;99.37;312.05;345.13;4147.15;3665.73;22.73;2345.78;9759.3;19.46;133.8145447;4260.49
30.07.2021;57.2;98.66;313.73;346.3;4304.3;3650.92;22.71;2344.82;9784.3;18.24;152.9109039;4376.42
29.07.2021;57.1;99.42;315.1;347.4;4369.24;3625.71;22.77;2358.52;9835.59;17.7;152.9109039;4476.85
28.07.2021;56.25;100.2;311.43;350.96;4317.87;3623.75;22.83;2351.45;9782.61;18.31;152.9109039;4453.15
27.07.2021;56.15;99.38;312.24;352.91;4026.83;3565.86;22.22;2348.61;9782.55;19.36;152.9109039;4510.15
26.07.2021;55.95;97.2;313.75;350.58;4079.59;3565.29;22.38;2349.47;9691.6;17.58;152.9109039;4264.85
23.07.2021;55.81;96.67;312.74;351.72;4066.0;3496.22;22.56;2321.09;9659.12;17.2;152.9109039;4342.75
22.07.2021;55.18;96.22;315.09;349.29;4218.24;3496.06;22.87;2341.81;9659.11;17.69;152.9109039;3626.72
21.07.2021;55.15;95.38;314.08;346.24;4007.6;3481.35;22.86;2314.15;9516.06;17.91;152.9109039;3628.06
20.07.2021;54.74;93.02;312.44;346.37;3915.05;3425.93;22.16;2315.76;9493.33;19.73;152.9109039;3551.69
19.07.2021;53.97;94.72;312.26;347.81;4130.19;3467.93;21.94;2317.82;9445.26;22.5;152.9109039;3352.79
16.07.2021;54.67;95.41;312.28;347.88;4308.89;3472.89;22.1;2307.08;9419.21;18.45;152.9109039;3449.48
15.07.2021;54.62;97.52;312.57;344.1;4354.81;3587.18;22.19;2298.19;9320.2;17.01;152.9109039;3583.23
14.07.2021;54.88;96.33;313.4;345.66;4365.92;3504.46;22.64;2285.45;9297.32;16.33;152.9109039;3546.27
13.07.2021;54.86;93.27;310.49;342.71;4193.46;3404.62;23.21;2253.68;9236.87;17.12;152.9109039;3677.52
12.07.2021;55.12;92.68;307.99;336.46;4114.89;3412.09;23.49;2260.6;9119.27;16.17;152.9109039;3628.35
09.07.2021;54.74;93.13;315.42;339.95;4163.19;3427.59;23.22;2302.81;9252.02;16.18;152.9109039;3674.31
08.07.2021;54.03;93.73;314.37;339.67;4349.32;3458.11;23.16;2311.97;9243.72;19.0;152.9109039;3752.91
07.07.2021;54.61;96.27;315.67;340.76;4112.23;3688.32;23.57;2333.75;9269.18;16.2;152.9109039;3703.86
06.07.2021;53.92;98.87;316.47;344.19;4224.33;3734.29;23.65;2335.99;9287.95;16.44;152.9109039;3880.64
02.07.2021;54.12;99.34;319.48;346.6;4310.08;3767.46;23.49;2337.26;9308.03;15.07;152.9109039;3817.34
01.07.2021;53.85;97.78;316.76;342.52;4317.94;3689.57;23.54;2313.37;9231.56;15.48;152.9109039;3729.71
30.06.2021;53.65;97.87;312.94;337.09;4266.49;3736.15;23.46;2297.41;9122.09;15.83;133.5788574;3730.34
29.06.2021;53.71;99.48;315.05;341.14;4256.05;3787.99;23.81;2317.99;9217.45;16.02;133.5788574;3922.1
28.06.2021;53.83;99.25;316.57;339.03;3962.1;3802.89;23.66;2314.01;9121.63;15.76;133.5788574;4085.18
25.06.2021;53.635;98.41;316.84;337.8;4013.93;3748.76;23.05;2324.13;9143.13;15.62;133.5788574;3857.06
24.06.2021;53.48;98.3;314.67;336.81;3942.31;3735.81;22.98;2315.5;9127.37;15.97;133.5788574;3599.4
23.06.2021;53.1796;99.08;312.27;336.5;4059.39;3805.3;22.83;2309.27;9089.19;16.32;133.5788574;3918.22
22.06.2021;53.45;98.49;311.96;336.0;4216.93;3763.72;22.87;2304.92;9048.83;16.66;133.5788574;3704.29
21.06.2021;53.44;100.03;313.4;336.94;4222.86;3826.81;22.64;2326.31;9068.96;17.89;133.5788574;3646.45
18.06.2021;52.47;98.59;315.88;336.98;4097.94;3720.28;22.41;2330.03;9087.61;20.7;133.5788574;3655.39
17.06.2021;53.55;96.54;318.97;333.71;4091.16;3690.71;22.79;2342.43;9060.37;17.75;133.5788574;3990.54
16.06.2021;54.17;95.62;318.72;330.42;3992.57;3673.06;22.66;2330.95;9027.7;18.15;133.5788574;4219.42
15.06.2021;54.7;94.76;318.82;333.35;3817.29;3612.01;22.54;2321.77;8982.87;17.02;133.5788574;4329.34
14.06.2021;54.4831;94.36;319.09;334.64;3739.29;3638.38;22.8;2327.96;9027.9;16.39;133.5788574;4461.33
11.06.2021;54.53;93.57;318.99;333.19;3712.72;3626.72;22.53;2309.4;9013.75;15.65;133.5788574;4469.14
10.06.2021;54.06;95.11;316.8;326.69;3658.16;3579.68;22.34;2308.52;8862.41;16.1;133.5788574;4185.1
09.06.2021;54.13;96.02;319.64;332.52;3756.27;3679.76;22.37;2350.34;9049.16;17.89;133.5788574;4082.15
08.06.2021;54.36;95.96;324.3;337.33;3694.73;3763.06;22.51;2382.76;9183.96;17.07;133.5788574;4069.04
07.06.2021;54.26;94.18;327.3;336.74;3673.83;3661.29;22.42;2379.37;9242.69;16.42;133.5788574;3681.63
04.06.2021;54.08;95.08;329.94;334.84;3725.05;3645.83;22.3;2371.73;9197.76;16.42;133.5788574;3995.74
03.06.2021;53.76;93.25;329.25;334.28;3682.14;3522.78;22.09;2365.55;9198.37;18.04;133.5788574;4143.16
02.06.2021;54.02;92.82;330.67;331.74;3668.79;3531.53;22.5;2365.09;9127.97;17.48;133.5788574;4335.41
01.06.2021;54.0251;91.97;330.62;334.4;3588.34;3595.67;22.87;2364.86;9144.96;17.9;133.5788574;4245.35
28.05.2021;53.59;92.0;329.26;338.66;3622.63;3601.82;22.92;2367.28;9176.37;16.76;147.0158386;4041.31
27.05.2021;53.61;91.45;326.43;339.02;3653.64;3606.68;22.81;2366.7;9156.1;16.74;147.0158386;4040.06
26.05.2021;53.4;91.85;322.31;335.68;3677.45;3646.12;22.83;2357.79;9132.08;17.36;147.0158386;4351.11
25.05.2021;53.19;91.3;322.16;335.54;3604.29;3590.18;22.56;2343.63;9084.4;18.84;147.0158386;4319.95
24.05.2021;53.1;93.0;323.45;337.74;3687.37;3659.35;22.62;2353.78;9122.73;18.4;147.0158386;4211.41
21.05.2021;52.91;95.04;321.33;341.49;3681.59;3831.38;22.58;2349.35;9133.61;20.15;147.0158386;4449.39
20.05.2021;52.59;95.19;318.18;337.64;3689.82;3813.34;22.53;2334.0;9054.75;20.67;147.0158386;4035.44
19.05.2021;52.04;95.14;318.35;337.88;3687.65;3833.83;21.97;2341.39;9055.64;22.18;147.0158386;4523.99
18.05.2021;52.35;94.68;317.28;339.14;3688.41;3764.04;21.8;2325.27;9034.9;21.34;147.0158386;4478.92
17.05.2021;52.58;95.0;317.46;338.55;3678.15;3829.59;21.4;2328.81;9013.83;19.72;147.0158386;4838.72
14.05.2021;52.9;94.41;315.45;337.18;3644.02;3816.32;21.6;2331.53;8986.07;18.81;147.0158386;4961.08
13.05.2021;52.03;94.23;315.74;336.52;3612.21;3773.88;20.79;2324.15;8967.06;23.13;147.0158386;5641.19
12.05.2021;51.25;94.13;312.65;334.11;3528.99;3771.97;20.71;2314.63;8932.01;27.59;147.0158386;5479.4
11.05.2021;52.49;93.39;313.58;331.22;3548.91;3742.42;21.43;2307.53;8870.75;21.84;147.0158386;6103.37
10.05.2021;53.23;91.15;312.05;328.39;3391.72;3671.26;21.38;2287.88;8791.24;19.66;147.0158386;6361.65
07.05.2021;53.24;90.57;313.67;332.58;3297.03;3720.46;22.04;2317.75;8854.59;16.69;147.0158386;6155.89
06.05.2021;52.89;88.42;310.12;334.22;3302.35;3586.36;21.65;2293.54;8870.22;18.39;147.0158386;6502.44
05.05.2021;52.5;88.37;308.52;336.78;3340.23;3583.28;21.94;2292.17;8917.0;19.15;147.0158386;6282.17
04.05.2021;52.33;86.24;307.25;331.73;3199.8;3546.16;21.97;2254.22;8784.97;19.48;147.0158386;6408.4
03.05.2021;52.18;86.65;308.94;327.34;3136.72;3539.4;22.91;2269.53;8673.73;18.31;147.0158386;6128.55
30.04.2021;52.06;88.29;315.11;332.32;3327.94;3586.95;23.24;2289.83;8878.61;18.61;124.8895264;6444.01
